,nida,longitude,latitude
5130,1652909.0,32.7802930924,-25.4322658541
5131,1627820.2,32.8168931892,-25.3801531897
5132,1633558.5,32.8168931892,-25.3801531897
5133,1627818.9,32.8720898231,-25.2614733606
5134,1627427.3,32.788725,-25.3831966667
5135,1633600.1,32.788725,-25.3831966667
5136,1629377.9,32.7965903422,-25.4145414381
5137,1634408.2,32.7965903422,-25.4145414381
5138,1629380.9,32.7543081155,-25.3443328529
5139,1633217.1,32.7543081155,-25.3443328529
5140,1629055.6,32.7835184122,-25.4286405547
5141,1634391.7,32.7835184122,-25.4286405547
5142,1629399.1,32.7726833333,-25.4092216667
5143,1635701.3,32.7726833333,-25.4092216667
5144,1629212.3,,
5145,1633270.6,,
5146,1629210.9,32.78155,-25.39715
5147,1665585.0,32.78155,-25.39715
5148,1629209.3,32.814774389,-25.3967752688
5149,1633343.7,32.814774389,-25.3967752688
5150,1629201.7,32.7661583333,-25.407005
5151,1633565.3,32.7661583333,-25.407005
5152,1629379.3,,
5153,1633321.5,,
5154,1629203.1,32.8151804359,-25.3941863998
5155,1652884.0,32.8151804359,-25.3941863998
5156,1629233.8,32.7912341047,-25.3988222734
5157,1633316.1,32.7912341047,-25.3988222734
5158,1627440.2,32.7971481493,-25.3951173392
5159,1635682.5,32.7971481493,-25.3951173392
5160,1629256.7,32.8063410483,-25.3765846152
5161,1633524.0,32.8063410483,-25.3765846152
5162,1629191.1,32.8044183333,-25.3911183333
5163,1633374.1,32.8044183333,-25.3911183333
5164,1629371.7,32.791840243,-25.4235037418
5165,1633897.5,32.791840243,-25.4235037418
5166,1628921.5,32.6935685686,-25.4520167471
5167,1633543.1,32.6935685686,-25.4520167471
5168,1627439.6,32.7789934892,-25.4130142349
5169,1633331.4,32.7789934892,-25.4130142349
5170,1629254.3,32.7872625975,-25.3982826966
5171,1652001.1,32.7872625975,-25.3982826966
5172,1629376.2,32.8161683333,-25.3827416667
5173,1651972.5,32.8161683333,-25.3827416667
5174,1627737.3,32.7209248012,-25.4189205487
5175,1635642.9,32.7209248012,-25.4189205487
5176,1629375.5,32.7688566667,-25.4123133333
5177,1633341.3,32.7688566667,-25.4123133333
5178,1629257.4,,
5179,1652009.7,,
5180,1628863.8,32.7215946902,-25.429957799
5181,1633892.0,32.7215946902,-25.429957799
5182,1629372.4,32.819492991,-25.3898430315
5183,1633684.1,32.819492991,-25.3898430315
5184,1629370.0,32.7187333333,-25.4102783333
5185,1633587.5,32.7187333333,-25.4102783333
5186,1629161.4,32.7622942831,-25.4210174481
5187,1634003.9,32.7622942831,-25.4210174481
5188,1627736.6,32.7131876212,-25.4191240787
5189,1633265.2,32.7131876212,-25.4191240787
5190,1629374.8,32.8149204403,-25.3926181877
5191,1634495.2,32.8149204403,-25.3926181877
5192,1629369.4,32.8083040157,-25.1603501976
5193,1634499.0,32.8083040157,-25.1603501976
5194,1629246.8,32.79478947,-25.4014631616
5195,1652018.9,32.79478947,-25.4014631616
5196,1629248.2,32.7938671028,-25.3942552095
5197,1652802.4,32.7938671028,-25.3942552095
5198,1629247.5,32.7224195854,-25.4218329362
5199,1652852.9,32.7224195854,-25.4218329362
5200,1627422.8,32.78955,-25.4047283333
5201,1633903.3,32.78955,-25.4047283333
5202,1627442.6,32.8004516667,-25.3920733333
5203,1635699.3,32.8004516667,-25.3920733333
5204,1629661.9,32.7821983331,-25.4335154117
5205,1652945.8,32.7821983331,-25.4335154117
5206,1629664.0,,
5207,1651969.5,,
5208,1629679.4,32.8231053615,-25.3699325978
5209,1652046.2,32.8231053615,-25.3699325978
5210,1629678.7,32.60083018,-25.55550872
5211,1652799.7,32.60083018,-25.55550872
5212,1629694.7,32.7429676812,-25.2898577605
5213,1633680.3,32.7429676812,-25.2898577605
5214,1629682.4,32.8383037836,-25.3005195016
5215,1629752.4,32.8383037836,-25.3005195016
5216,1629683.1,32.8072967899,-25.3908342035
5217,1633498.4,32.8072967899,-25.3908342035
5218,1629684.8,32.8136519798,-25.3927354782
5219,1633883.8,32.8136519798,-25.3927354782
5220,1629685.5,32.8026883163,-25.4096835347
5221,1633661.2,32.8026883163,-25.4096835347
5222,1629686.2,32.6567647337,-25.4931271198
5223,1634626.0,32.6567647337,-25.4931271198
5224,1629687.9,,
5225,1652841.3,,
5226,1627755.7,32.804525,-25.389165
5227,1634479.2,32.804525,-25.389165
5228,1629538.4,32.8664644573,-25.2547931749
5229,1635680.1,32.8664644573,-25.2547931749
5230,1629534.6,32.8036886969,-25.391652234
5231,1634008.4,32.8036886969,-25.391652234
5232,1629097.6,32.7543597548,-25.4052395356
5233,1651963.3,32.7543597548,-25.4052395356
5234,1629063.1,32.785293217,-25.3882813512
5235,1652950.2,32.785293217,-25.3882813512
5236,1629066.2,32.5805383333,-25.262775
5237,1652051.6,32.5805383333,-25.262775
5238,1629067.9,32.7778030317,-25.425841433
5239,1652017.2,32.7778030317,-25.425841433
5240,1629071.6,32.7500819327,-25.4092888749
5241,1633639.1,32.7500819327,-25.4092888749
5242,1629668.8,32.7961742363,-25.3815767904
5243,1652920.5,32.7961742363,-25.3815767904
5244,1629539.1,32.7778411589,-25.425562815
5245,1633674.2,32.7778411589,-25.425562815
5246,1629666.4,32.7357356417,-25.4049708333
5247,1634496.9,32.7357356417,-25.4049708333
5248,1629665.7,32.7964632573,-25.3837402724
5249,1629667.1,32.776604067,-25.4341787404
5250,1702748.9,32.776604067,-25.4341787404
5251,1629670.1,32.8023923455,-25.4024115946
5252,1652049.3,32.8023923455,-25.4024115946
5253,1629672.5,32.8026568106,-25.4077155682
5254,1652013.4,32.8026568106,-25.4077155682
5255,1629675.6,32.6909580907,-25.4339083863
5256,1633236.2,32.6909580907,-25.4339083863
5257,1629674.9,32.8634024831,-25.2492993268
5258,1634402.0,32.8634024831,-25.2492993268
5259,1628341.1,32.8079711249,-25.3970450241
5260,1634625.3,32.8079711249,-25.3970450241
5261,1629692.3,32.8110424268,-25.3847271292
5262,1633651.3,32.8110424268,-25.3847271292
5263,1629680.0,32.7869930259,-25.3596080815
5264,1629693.0,32.7301266667,-25.407605
5265,1633252.2,32.7301266667,-25.407605
5266,1628344.2,32.7886800902,-25.4155257875
5267,1634506.5,32.7886800902,-25.4155257875
5268,1628343.5,32.7871436538,-25.3915119768
5269,1652007.3,32.7871436538,-25.3915119768
5270,1628342.8,32.7498900263,-25.4006183964
5271,1633590.5,32.7498900263,-25.4006183964
5272,1628401.2,32.8165720083,-25.3794128179
5273,1633568.4,32.8165720083,-25.3794128179
5274,1628404.3,32.8086520665,-25.3833972692
5275,1652830.7,32.8086520665,-25.3833972692
5276,1628353.4,32.7652671299,-25.4121853958
5277,1665518.8,32.7652671299,-25.4121853958
5278,1628361.9,32.7862316838,-25.4255448528
5279,1651989.3,32.7862316838,-25.4255448528
5280,1628403.6,32.7852516667,-25.397175
5281,1652869.7,32.7852516667,-25.397175
5282,1627529.4,32.7658465959,-25.375425422
5283,1633886.9,32.7658465959,-25.375425422
5284,1628362.6,,
5285,1627816.5,,
5286,1628251.3,32.7877900313,-25.3520840707
5287,1633364.2,32.7877900313,-25.3520840707
5288,1628350.3,32.8155639772,-25.3948697767
5289,1627924.7,,
5290,1633599.8,,
5291,1628349.7,32.8035934299,-25.396472472
5292,1635663.4,32.8035934299,-25.396472472
5293,1628354.1,,
5294,1764558.4,,
5295,1627925.4,,
5296,1634543.0,,
5297,1627719.9,32.6803099334,-25.4382820316
5298,1634400.6,32.6803099334,-25.4382820316
5299,1627530.0,32.800385,-25.3875766667
5300,1635679.5,32.800385,-25.3875766667
5301,1628348.0,32.7624144812,-25.3555305674
5302,1634498.3,32.7624144812,-25.3555305674
5303,1629688.6,32.7911816667,-25.3846133333
5304,1635657.3,32.7911816667,-25.3846133333
5305,1628352.7,32.8169195205,-25.3911478374
5306,1665691.8,32.8169195205,-25.3911478374
5307,1629226.0,32.7895866667,-25.3956716667
5308,1652677.8,32.7895866667,-25.3956716667
5309,1629229.1,32.7249870438,-25.389813187
5310,1652665.5,32.7249870438,-25.389813187
5311,1627469.3,32.8108792867,-25.3906471736
5312,1633641.4,32.8108792867,-25.3906471736
5313,1627470.9,32.7767165265,-25.4229304414
5314,1652823.9,32.7767165265,-25.4229304414
5315,1627472.3,32.8169795407,-25.3909986693
5316,1633637.7,32.8169795407,-25.3909986693
5317,1629250.5,32.7924170298,-25.0542412365
5318,1652021.9,32.7924170298,-25.0542412365
5319,1627454.9,32.859536999,-25.2490914184
5320,1633220.1,32.859536999,-25.2490914184
5321,1627467.9,32.7844733333,-25.3564833333
5322,1633255.3,32.7844733333,-25.3564833333
5323,1629251.2,32.7004125017,-25.3701674819
5324,1635668.9,32.7004125017,-25.3701674819
5325,1627455.6,32.804088358,-25.3970355622
5326,1633588.2,32.804088358,-25.3970355622
5327,1628876.8,32.8191407533,-25.389483545
5328,1634464.8,32.8191407533,-25.389483545
5329,1629252.9,32.8141074739,-25.3880973384
5330,1652811.6,32.8141074739,-25.3880973384
5331,1628870.6,32.7837048195,-25.3886630157
5332,1633625.4,32.7837048195,-25.3886630157
5333,1628871.3,32.7840733876,-25.3900964382
5334,1633250.8,32.7840733876,-25.3900964382
5335,1628869.0,32.7852799903,-25.4282580778
5336,1634533.1,32.7852799903,-25.4282580778
5337,1628867.6,32.7918500585,-25.3883835114
5338,1652842.0,32.7918500585,-25.3883835114
5339,1628868.3,32.7572590276,-25.4035539595
5340,1633636.0,32.7572590276,-25.4035539595
5341,1628872.0,,
5342,1652019.6,,
5343,1628873.7,32.7850364704,-25.3976925729
5344,1666298.8,32.7850364704,-25.3976925729
5345,1628874.4,32.8047348246,-25.3819622344
5346,1652874.1,32.8047348246,-25.3819622344
5347,1628919.2,32.8099221267,-25.3967472617
5348,1629244.4,32.7990633635,-25.3999873783
5349,1652840.6,32.7990633635,-25.3999873783
5350,1627447.1,32.7778890144,-25.3702590873
5351,1633902.6,32.7778890144,-25.3702590873
5352,1629227.7,32.7906621655,-25.3879379922
5353,1652917.5,32.7906621655,-25.3879379922
5354,1629243.7,32.7755177076,-25.4112489512
5355,1633631.5,32.7755177076,-25.4112489512
5356,1628875.1,32.7726030608,-25.3428724607
5357,1635640.5,32.7726030608,-25.3428724607
5358,1627453.2,,
5359,1633632.2,,
5360,1627449.5,32.8045416667,-25.40766
5361,1652957.1,32.8045416667,-25.40766
5362,1629241.3,32.8119771294,-25.3893790667
5363,1652958.8,32.8119771294,-25.3893790667
5364,1629242.0,32.7885974066,-25.4254466318
5365,1652936.6,32.7885974066,-25.4254466318
5366,1629240.6,32.8170783333,-25.365325
5367,1633870.8,32.8170783333,-25.365325
5368,1627452.5,32.8105530587,-25.3989899863
5369,1633679.7,32.8105530587,-25.3989899863
5370,1629238.3,32.8021116667,-25.3801883333
5371,1652931.1,32.8021116667,-25.3801883333
5372,1629235.2,32.7973529102,-25.3791288841
5373,1635698.6,32.7973529102,-25.3791288841
5374,1629249.9,32.8050107331,-25.4007889297
5375,1652883.3,32.8050107331,-25.4007889297
5376,1629188.1,32.791940545,-25.402299201
5377,1633545.5,32.791940545,-25.402299201
5378,1629175.1,32.8085118158,-25.4004424778
5379,1633380.2,32.8085118158,-25.4004424778
5380,1629187.4,32.8133566667,-25.3862633333
5381,1665905.6,32.8133566667,-25.3862633333
5382,1629185.0,32.8033448093,-25.397319024
5383,1652864.2,32.8033448093,-25.397319024
5384,1629184.3,32.7258101352,-25.423447898
5385,1652022.6,32.7258101352,-25.423447898
5386,1629183.6,32.7600033333,-25.428525
5387,1633642.1,32.7600033333,-25.428525
5388,1629182.9,32.7579166667,-25.401845
5389,1652890.1,32.7579166667,-25.401845
5390,1629181.2,32.8022346937,-25.3825425713
5391,1633215.7,32.8022346937,-25.3825425713
5392,1629179.9,32.7356684978,-25.4149018921
5393,1652878.9,32.7356684978,-25.4149018921
5394,1629180.5,32.7969093114,-25.4045419624
5395,1665683.3,32.7969093114,-25.4045419624
5396,1629178.2,32.8073169237,-25.3601304729
5397,1665684.0,32.8073169237,-25.3601304729
5398,1629176.8,32.8197468155,-25.3859328662
5399,1634537.9,32.8197468155,-25.3859328662
5400,1629177.5,32.7079328954,-25.340870336
5401,1665990.2,32.7079328954,-25.340870336
5402,1629245.1,32.7937227619,-25.3850970138
5403,1633677.3,32.7937227619,-25.3850970138
5404,1629174.4,32.9908366667,-25.26586
5405,1627417.4,32.8010520351,-25.3841020535
5406,1665514.0,32.8010520351,-25.3841020535
5407,1633790.9,32.7400148143,-25.4222714148
5408,1665597.3,32.7400148143,-25.4222714148
5409,1627421.1,32.76100616,-25.42552689
5410,1652918.2,32.76100616,-25.42552689
5411,1627798.4,32.8031303466,-25.4112793597
5412,1628949.9,32.7809066667,-25.4271783333
5413,1652803.1,32.7809066667,-25.4271783333
5414,1627416.7,32.8078803053,-25.3978630972
5415,1652825.3,32.8078803053,-25.3978630972
5416,1633791.6,32.8019483333,-25.3855133333
5417,1633520.2,32.8019483333,-25.3855133333
5418,1633772.5,32.7854442638,-25.425113105
5419,1665537.9,32.7854442638,-25.425113105
5420,1633771.8,32.8131728101,-25.400501718
5421,1651960.2,32.8131728101,-25.400501718
5422,1633770.1,32.7910559689,-25.3972245749
5423,1665946.9,32.7910559689,-25.3972245749
5424,1633768.8,32.8053210766,-25.4087051275
5425,1665564.5,32.8053210766,-25.4087051275
5426,1633767.1,32.741515,-25.4922616667
5427,1652868.0,32.741515,-25.4922616667
5428,1633765.7,32.8199716667,-25.3888333333
5429,1633890.6,32.8199716667,-25.3888333333
5430,1633766.4,32.7541272473,-25.4251096445
5431,1674782.1,32.7541272473,-25.4251096445
5432,1633764.0,32.8042416667,-25.3990916667
5433,1633762.6,32.8022883024,-25.40675858
5434,1633888.3,32.8022883024,-25.40675858
5435,1633758.9,32.7772204241,-25.4169423469
5436,1674878.1,32.7772204241,-25.4169423469
5437,1633319.2,32.7889141778,-25.4080648962
5438,1633757.2,32.7626949267,-25.4530723904
5439,1665676.5,32.7626949267,-25.4530723904
5440,1633756.5,32.7778067722,-25.3936189983
5441,1651981.7,32.7778067722,-25.3936189983
5442,1633752.7,32.8075954806,-25.3911792657
5443,1652875.8,32.8075954806,-25.3911792657
5444,1633749.7,32.8129194543,-25.4013596156
5445,1666275.9,32.8129194543,-25.4013596156
5446,1633748.0,32.78501,-25.3922916667
5447,1665953.7,32.78501,-25.3922916667
5448,1633704.6,32.7574116667,-25.4218666667
5449,1651993.0,32.7574116667,-25.4218666667
5450,1633692.6,32.8071308976,-25.401920455
5451,1665921.6,32.8071308976,-25.401920455
5452,1633696.4,32.79466,-25.3930616667
5453,1652027.1,32.79466,-25.3930616667
5454,1633695.7,,
5455,1633645.2,,
5456,1633693.3,32.7962045779,-25.3737827686
5457,1665500.3,32.7962045779,-25.3737827686
5458,1633705.3,,
5459,1652927.4,,
5460,1633708.4,32.7294883333,-25.3958833333
5461,1652702.7,32.7294883333,-25.3958833333
5462,1633707.7,,
5463,1634501.0,,
5464,1633700.8,32.7200666667,-25.3865916667
5465,1652055.4,32.7200666667,-25.3865916667
5466,1633702.2,32.8123037485,-25.3693620235
5467,1665949.0,32.8123037485,-25.3693620235
5468,1633754.1,32.7641616667,-25.4136666667
5469,1665674.1,32.7641616667,-25.4136666667
5470,1633699.5,32.8168931892,-25.3801531897
5471,1652796.6,32.8168931892,-25.3801531897
5472,1633697.1,32.729545,-25.4164083333
5473,1652025.7,32.729545,-25.4164083333
5474,1633690.2,32.8169801934,-25.3946188566
5475,1652946.5,32.8169801934,-25.3946188566
5476,1633954.5,32.7966779144,-25.3783183611
5477,1665931.5,32.7966779144,-25.3783183611
5478,1633963.7,32.7962920641,-25.3782905128
5479,1652765.2,32.7962920641,-25.3782905128
5480,1633689.6,32.7175054475,-25.4434445911
5481,1665690.1,32.7175054475,-25.4434445911
5482,1633860.9,32.7820290004,-25.4358558363
5483,1674791.3,32.7820290004,-25.4358558363
5484,1633861.6,32.7965669167,-25.3961907526
5485,1665983.4,32.7965669167,-25.3961907526
5486,1633859.3,32.793469924,-25.3906444419
5487,1665540.9,32.793469924,-25.3906444419
5488,1633714.5,,
5489,1652948.9,,
5490,1633848.7,32.674084475,-25.4509351297
5491,1666333.6,32.674084475,-25.4509351297
5492,1633851.7,32.72059,-25.4076066667
5493,1666322.0,32.72059,-25.4076066667
5494,1633847.0,,
5495,1666363.3,,
5496,1633858.6,32.8028772266,-25.3949179674
5497,1633857.9,32.8019166667,-25.3998633333
5498,1665539.3,32.8019166667,-25.3998633333
5499,1633852.4,32.7859601418,-25.3904930607
5500,1652804.8,32.7859601418,-25.3904930607
5501,1633854.8,32.7845653514,-25.3990304916
5502,1665919.3,32.7845653514,-25.3990304916
5503,1633856.2,32.7820789455,-25.3889135985
5504,1652854.3,32.7820789455,-25.3889135985
5505,1633853.1,32.8520760037,-25.2683662302
5506,1652954.0,32.8520760037,-25.2683662302
5507,1633715.2,32.8104665022,-25.3963723849
5508,1633653.7,32.8104665022,-25.3963723849
5509,1633713.8,32.8121954364,-25.389941828
5510,1666321.3,32.8121954364,-25.389941828
5511,1633712.1,32.7250988051,-25.4212417368
5512,1633630.8,32.7250988051,-25.4212417368
5513,1633821.0,32.738785,-25.4191383333
5514,1666305.3,32.738785,-25.4191383333
5515,1633820.3,32.8041325388,-25.4015206082
5516,1674702.9,32.8041325388,-25.4015206082
5517,1633818.0,32.8079416667,-25.3816766667
5518,1665495.2,32.8079416667,-25.3816766667
5519,1633819.7,32.695685,-25.40543
5520,1674596.4,32.695685,-25.40543
5521,1633817.3,32.8074895856,-25.3892438209
5522,1633816.6,32.8062819532,-25.4007678012
5523,1652956.4,32.8062819532,-25.4007678012
5524,1633815.9,32.8046016667,-25.3965366667
5525,1666346.6,32.8046016667,-25.3965366667
5526,1633814.2,32.7750716667,-25.4273766667
5527,1665927.8,32.7750716667,-25.4273766667
5528,1633969.9,32.8155839546,-25.3951983065
5529,1666291.9,32.8155839546,-25.3951983065
5530,1633967.5,,
5531,1666328.2,,
5532,1633813.5,32.7876742764,-25.426204127
5533,1633879.1,32.7876742764,-25.426204127
5534,1633964.4,32.8093214424,-25.3779194967
5535,1652793.5,32.8093214424,-25.3779194967
5536,1633930.9,,
5537,1665967.4,,
5538,1633961.3,32.7965977472,-25.3833951837
5539,1652935.9,32.7965977472,-25.3833951837
5540,1633957.6,32.7877833792,-25.4090462204
5541,1665941.4,32.7877833792,-25.4090462204
5542,1633962.0,32.7978930284,-25.3889082711
5543,1674906.1,32.7978930284,-25.3889082711
5544,1633958.3,32.8179010732,-25.3939465715
5545,1651978.7,32.8179010732,-25.3939465715
5546,1633956.9,32.729595,-25.3737883333
5547,1665980.3,32.729595,-25.3737883333
5548,1633955.2,32.8101227904,-25.3808092318
5549,1673984.0,32.8101227904,-25.3808092318
5550,1633953.8,32.7900519174,-25.3578253601
5551,1674594.0,32.7900519174,-25.3578253601
5552,1633966.8,,
5553,1665552.2,,
5554,1633965.1,32.8172283333,-25.3852716667
5555,1665521.8,32.8172283333,-25.3852716667
5556,1633951.4,32.8019166667,-25.3832433333
5557,1666281.0,32.8019166667,-25.3832433333
5558,1633950.7,32.80479,-25.0478616667
5559,1674907.8,32.80479,-25.0478616667
5560,1633939.2,32.7447719994,-25.4069865539
5561,1673922.2,32.7447719994,-25.4069865539
5562,1633944.6,32.8175055862,-25.3510890241
5563,1665924.7,32.8175055862,-25.3510890241
5564,1633938.5,32.7812787663,-25.4143928296
5565,1665550.8,32.7812787663,-25.4143928296
5566,1633948.4,32.7968572289,-25.3993174625
5567,1666326.8,32.7968572289,-25.3993174625
5568,1633945.3,32.735978829,-25.3818861029
5569,1652801.7,32.735978829,-25.3818861029
5570,1633943.9,32.793737618,-25.4045703815
5571,1665594.2,32.793737618,-25.4045703815
5572,1633937.8,32.801135,-25.3891816667
5573,1652023.3,32.801135,-25.3891816667
5574,1633935.4,32.8026726519,-25.4079720222
5575,1674919.1,32.8026726519,-25.4079720222
5576,1633934.7,32.7261243486,-25.4301854704
5577,1633933.0,,
5578,1666315.2,,
5579,1633946.0,32.7535207372,-25.3955617665
5580,1665547.8,32.7535207372,-25.3955617665
5581,1633949.1,32.802384598,-25.4104940149
5582,1675039.5,32.802384598,-25.4104940149
5583,1634057.2,32.7808817808,-25.4302116995
5584,1665535.5,32.7808817808,-25.4302116995
5585,1634069.5,32.7947501998,-25.4016135118
5586,1665942.1,32.7947501998,-25.4016135118
5587,1634063.3,32.8190816667,-25.3924666667
5588,1665926.1,32.8190816667,-25.3924666667
5589,1634064.0,32.8122779778,-25.384131817
5590,1666279.7,32.8122779778,-25.384131817
5591,1634055.8,32.8173172854,-25.3553300437
5592,1674706.7,32.8173172854,-25.3553300437
5593,1634060.2,32.8085871091,-25.3970072782
5594,1674781.4,32.8085871091,-25.3970072782
5595,1634056.5,32.7378766667,-25.4250383333
5596,1665962.9,32.7378766667,-25.4250383333
5597,1634062.6,,
5598,1682267.2,,
5599,1634067.1,32.8075496417,-25.3919088184
5600,1652953.3,32.8075496417,-25.3919088184
5601,1634070.1,32.7196454576,-25.378559206
5602,1674711.1,32.7196454576,-25.378559206
5603,1634073.2,32.8053045351,-25.4100195343
5604,1674599.5,32.8053045351,-25.4100195343
5605,1634068.8,32.796305,-25.39901
5606,1665925.4,32.796305,-25.39901
5607,1634051.0,32.7698810216,-25.4344259389
5608,1689703.8,32.7698810216,-25.4344259389
5609,1634043.5,32.8021333333,-25.38956
5610,1666293.3,32.8021333333,-25.38956
5611,1634042.8,,
5612,1652800.0,,
5613,1634041.1,32.7186530076,-25.3863142968
5614,1665534.8,32.7186530076,-25.3863142968
5615,1634052.7,,
5616,1665519.5,,
5617,1634053.4,32.7823666667,-25.4224383333
5618,1674746.3,32.7823666667,-25.4224383333
5619,1634054.1,32.7998959446,-25.4006447767
5620,1665930.8,32.7998959446,-25.4006447767
5621,1634050.3,32.8175568442,-25.3938186634
5622,1652024.0,32.8175568442,-25.3938186634
5623,1634048.0,32.8198042984,-25.36535056
5624,1666359.6,32.8198042984,-25.36535056
5625,1634046.6,,
5626,1674795.1,,
5627,1627456.3,32.7859965887,-25.4054953226
5628,1665963.6,32.7859965887,-25.4054953226
5629,1634279.8,32.7785431012,-25.3799232024
5630,1666277.3,32.7785431012,-25.3799232024
5631,1634281.1,32.8185110984,-25.3890438773
5632,1652949.6,32.8185110984,-25.3890438773
5633,1634282.8,32.7855194059,-25.3889143116
5634,1666329.9,32.7855194059,-25.3889143116
5635,1634331.3,,
5636,1665913.1,,
5637,1634332.0,32.7793656057,-25.426166439
5638,1665939.1,32.7793656057,-25.426166439
5639,1634337.5,32.800331332,-25.3666087539
5640,1665563.8,32.800331332,-25.3666087539
5641,1634336.8,32.8042318407,-25.4082913943
5642,1674886.6,32.8042318407,-25.4082913943
5643,1634320.7,32.672343155,-25.4133101712
5644,1652686.0,32.672343155,-25.4133101712
5645,1634280.4,,
5646,1665506.5,,
5647,1634334.4,32.6663688471,-25.5305764739
5648,1665976.6,32.6663688471,-25.5305764739
5649,1634338.2,32.786755,-25.4043933333
5650,1634115.9,32.7778411589,-25.425562815
5651,1665565.2,32.7778411589,-25.425562815
5652,1634117.3,32.7778411589,-25.425562815
5653,1674890.3,32.7778411589,-25.425562815
5654,1634335.1,32.8851881733,-25.4426210216
5655,1674611.4,32.8851881733,-25.4426210216
5656,1634083.1,32.7726262464,-25.3889931291
5657,1666194.3,32.7726262464,-25.3889931291
5658,1634116.6,32.6881874658,-25.369679642
5659,1674918.4,32.6881874658,-25.369679642
5660,1634321.4,32.8052233333,-25.3931316667
5661,1665969.8,32.8052233333,-25.3931316667
5662,1634323.8,32.799968178,-25.3930734762
5663,1674741.8,32.799968178,-25.3930734762
5664,1634324.5,32.7077142492,-25.4179825091
5665,1665989.6,32.7077142492,-25.4179825091
5666,1634327.6,32.8067603267,-25.3994052074
5667,1665532.4,32.8067603267,-25.3994052074
5668,1634325.2,32.8042734873,-25.3928255864
5669,1665555.3,32.8042734873,-25.3928255864
5670,1634328.3,32.7181281611,-25.4164888885
5671,1665541.6,32.7181281611,-25.4164888885
5672,1634111.1,32.7834025227,-25.4002396373
5673,1674732.6,32.7834025227,-25.4002396373
5674,1634106.7,32.7843403575,-25.3948521702
5675,1674622.0,32.7843403575,-25.3948521702
5676,1634109.8,32.7543987275,-25.4214724372
5677,1666620.7,32.7543987275,-25.4214724372
5678,1634107.4,32.7893291771,-25.4024948325
5679,1679326.2,32.7893291771,-25.4024948325
5680,1634110.4,32.7518666667,-25.4189583333
5681,1666276.6,32.7518666667,-25.4189583333
5682,1634112.8,32.8020494316,-25.4097088658
5683,1676265.7,32.8020494316,-25.4097088658
5684,1634089.3,32.7481316667,-25.3886033333
5685,1814854.1,32.7481316667,-25.3886033333
5686,1634113.5,32.7921052422,-25.4065570247
5687,1666306.0,32.7921052422,-25.4065570247
5688,1634114.2,32.8025057479,-25.3860287586
5689,1679239.5,32.8025057479,-25.3860287586
5690,1634104.3,32.8049666667,-25.389615
5691,1666360.2,32.8049666667,-25.389615
5692,1634090.9,32.7447499642,-25.4023024484
5693,1666336.7,32.7447499642,-25.4023024484
5694,1634087.9,32.7301624461,-25.3913680709
5695,1674591.9,32.7301624461,-25.3913680709
5696,1634329.0,32.8057124094,-25.3827836325
5697,1674590.2,32.8057124094,-25.3827836325
5698,1634092.3,32.7539766667,-25.41015
5699,1665947.6,32.7539766667,-25.41015
5700,1634091.6,32.7785882359,-25.4183874248
5701,1666284.1,32.7785882359,-25.4183874248
5702,1653431.5,32.7802033333,-25.41378
5703,1665917.9,32.7802033333,-25.41378
5704,1653408.7,32.7686233333,-25.4048
5705,1674377.9,32.7686233333,-25.4048
5706,1653410.0,32.7981917484,-25.4052518827
5707,1674887.3,32.7981917484,-25.4052518827
5708,1653407.0,32.8045872963,-25.4003677118
5709,1674879.8,32.8045872963,-25.4003677118
5710,1653406.3,32.7106932488,-25.4681321788
5711,1666350.3,32.7106932488,-25.4681321788
5712,1634103.6,32.7860433333,-25.3982133333
5713,1682213.9,32.7860433333,-25.3982133333
5714,1653414.8,32.738045,-25.349595
5715,1674874.3,32.738045,-25.349595
5716,1653428.5,32.7946066667,-25.375835
5717,1674719.7,32.7946066667,-25.375835
5718,1653429.2,32.8124397342,-25.3553753862
5719,1666617.7,32.8124397342,-25.3553753862
5720,1653425.4,32.796205,-25.3839083333
5721,1665576.8,32.796205,-25.3839083333
5722,1653430.8,32.7717816248,-25.4251483451
5723,1679474.0,32.7717816248,-25.4251483451
5724,1653422.3,32.8586177568,-25.274376833
5725,1674601.5,32.8586177568,-25.274376833
5726,1634095.4,,
5727,1665557.7,,
5728,1634096.1,32.704855,-25.4725866667
5729,1665575.1,32.704855,-25.4725866667
5730,1653412.4,32.788626884,-25.4249336381
5731,1666616.0,32.788626884,-25.4249336381
5732,1653433.9,,
5733,1653404.9,32.7959616667,-25.4135016667
5734,1666341.1,32.7959616667,-25.4135016667
5735,1634099.2,32.817526168,-25.3900300096
5736,1666347.3,32.817526168,-25.3900300096
5737,1634088.6,32.799643408,-25.4067855979
5738,1674915.3,32.799643408,-25.4067855979
5739,1653027.0,32.7967133333,-25.3933933333
5740,1674605.3,32.7967133333,-25.3933933333
5741,1653023.2,32.8006933333,-25.3872416667
5742,1674586.5,32.8006933333,-25.3872416667
5743,1653424.7,32.7956882789,-25.3937282881
5744,1679332.3,32.7956882789,-25.3937282881
5745,1633970.5,32.7886624546,-25.4063023049
5746,1675028.9,32.7886624546,-25.4063023049
5747,1653374.5,32.7942456239,-25.3817362577
5748,1675023.4,32.7942456239,-25.3817362577
5749,1653367.7,32.7866159644,-25.4182213671
5750,1674747.0,32.7866159644,-25.4182213671
5751,1653021.8,32.8074565443,-25.3955693344
5752,1674731.9,32.8074565443,-25.3955693344
